FilePath,PlotSize,FloorLevel,PlanType,FP_Number,Version,ImageWidth,ImageHeight,TotalPixels,TotalAreaSqFt,Count_Backyard,Count_Bathroom,Count_Bedroom,Count_Dining,Count_DrawingRoom,Count_DressingArea,Count_Garage,Count_Kitchen,Count_Laundry,Count_Lawn,Count_Lobby,Count_Lounge,Count_OpenSpace,Count_Passage,Count_PrayerRoom,Count_ServantQuarter,Count_SideGarden,Count_Staircase,Count_Stairs,Count_Store,Total_Backyard_SqFt,Total_Bathroom_SqFt,Total_Bedroom_SqFt,Total_Dining_SqFt,Total_DrawingRoom_SqFt,Total_DressingArea_SqFt,Total_Garage_SqFt,Total_Kitchen_SqFt,Total_Laundry_SqFt,Total_Lawn_SqFt,Total_Lobby_SqFt,Total_Lounge_SqFt,Total_OpenSpace_SqFt,Total_Passage_SqFt,Total_PrayerRoom_SqFt,Total_ServantQuarter_SqFt,Total_SideGarden_SqFt,Total_Staircase_SqFt,Total_Stairs_SqFt,Total_Store_SqFt,Backyard1_SqFt,Bathroom1_SqFt,Bathroom2_SqFt,Bathroom3_SqFt,Bathroom4_SqFt,Bedroom1_SqFt,Bedroom2_SqFt,Bedroom3_SqFt,Dining1_SqFt,DrawingRoom1_SqFt,DrawingRoom2_SqFt,DressingArea1_SqFt,DressingArea2_SqFt,DressingArea3_SqFt,Garage1_SqFt,Garage2_SqFt,Kitchen1_SqFt,Kitchen2_SqFt,Laundry1_SqFt,Lawn1_SqFt,Lawn2_SqFt,Lobby1_SqFt,Lobby2_SqFt,Lounge1_SqFt,OpenSpace10_SqFt,OpenSpace11_SqFt,OpenSpace12_SqFt,OpenSpace13_SqFt,OpenSpace14_SqFt,OpenSpace15_SqFt,OpenSpace16_SqFt,OpenSpace17_SqFt,OpenSpace18_SqFt,OpenSpace19_SqFt,OpenSpace1_SqFt,OpenSpace20_SqFt,OpenSpace21_SqFt,OpenSpace22_SqFt,OpenSpace23_SqFt,OpenSpace24_SqFt,OpenSpace25_SqFt,OpenSpace26_SqFt,OpenSpace27_SqFt,OpenSpace28_SqFt,OpenSpace29_SqFt,OpenSpace2_SqFt,OpenSpace30_SqFt,OpenSpace31_SqFt,OpenSpace32_SqFt,OpenSpace33_SqFt,OpenSpace34_SqFt,OpenSpace35_SqFt,OpenSpace36_SqFt,OpenSpace37_SqFt,OpenSpace38_SqFt,OpenSpace39_SqFt,OpenSpace3_SqFt,OpenSpace40_SqFt,OpenSpace41_SqFt,OpenSpace42_SqFt,OpenSpace43_SqFt,OpenSpace44_SqFt,OpenSpace45_SqFt,OpenSpace46_SqFt,OpenSpace47_SqFt,OpenSpace48_SqFt,OpenSpace49_SqFt,OpenSpace4_SqFt,OpenSpace50_SqFt,OpenSpace51_SqFt,OpenSpace52_SqFt,OpenSpace53_SqFt,OpenSpace54_SqFt,OpenSpace55_SqFt,OpenSpace56_SqFt,OpenSpace57_SqFt,OpenSpace58_SqFt,OpenSpace59_SqFt,OpenSpace5_SqFt,OpenSpace60_SqFt,OpenSpace61_SqFt,OpenSpace62_SqFt,OpenSpace63_SqFt,OpenSpace64_SqFt,OpenSpace65_SqFt,OpenSpace66_SqFt,OpenSpace67_SqFt,OpenSpace68_SqFt,OpenSpace69_SqFt,OpenSpace6_SqFt,OpenSpace70_SqFt,OpenSpace7_SqFt,OpenSpace8_SqFt,OpenSpace9_SqFt,Passage1_SqFt,Passage2_SqFt,Passage3_SqFt,Passage4_SqFt,PrayerRoom1_SqFt,PrayerRoom2_SqFt,ServantQuarter1_SqFt,SideGarden1_SqFt,Staircase1_SqFt,Stairs10_SqFt,Stairs11_SqFt,Stairs12_SqFt,Stairs13_SqFt,Stairs14_SqFt,Stairs15_SqFt,Stairs16_SqFt,Stairs17_SqFt,Stairs18_SqFt,Stairs19_SqFt,Stairs1_SqFt,Stairs20_SqFt,Stairs21_SqFt,Stairs22_SqFt,Stairs23_SqFt,Stairs24_SqFt,Stairs25_SqFt,Stairs26_SqFt,Stairs27_SqFt,Stairs28_SqFt,Stairs29_SqFt,Stairs2_SqFt,Stairs30_SqFt,Stairs31_SqFt,Stairs32_SqFt,Stairs33_SqFt,Stairs34_SqFt,Stairs35_SqFt,Stairs36_SqFt,Stairs37_SqFt,Stairs38_SqFt,Stairs3_SqFt,Stairs4_SqFt,Stairs5_SqFt,Stairs6_SqFt,Stairs7_SqFt,Stairs8_SqFt,Stairs9_SqFt,Store1_SqFt,Store2_SqFt
10Marla_GF_FP_005_V04.png,10Marla,GF,FP,005,V04,849,1570,1220185,2275,,2,2,1.0,1.0,,1,1,,1.0,1.0,1.0,,1.0,,,,,19,,,80.19,256.84,41.2,242.91,,289.51,106.01,,143.54,146.98,429.44,,298.62,,,,,47.33,,,43.22,36.97,,,130.14,126.7,,41.2,242.91,,,,,289.51,,106.01,,,143.54,,146.98,,429.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,298.62,,,,,,,,,2.3,2.3,2.18,2.17,1.37,1.37,1.37,1.37,1.13,1.13,9.27,,,,,,,,,,,2.8,,,,,,,,,,2.8,2.8,2.8,2.8,2.78,2.3,2.3,,
10Marla_GF_FP_006_V01.png,10Marla,GF,FP,006,V01,849,1570,1180200,2275,,3,2,,1.0,,1,1,,1.0,1.0,1.0,,1.0,,,,,25,,,119.93,402.87,,186.08,,236.88,135.8,,128.29,73.78,452.22,,236.63,,,,,41.85,,,58.87,36.77,24.29,,251.17,151.7,,,186.08,,,,,236.88,,135.8,,,128.29,,73.78,,452.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236.63,,,,,,,,,1.91,1.82,1.79,1.72,1.64,1.62,1.31,1.16,1.16,1.13,3.34,1.13,0.95,0.95,0.88,0.83,0.83,,,,,2.92,,,,,,,,,,2.36,2.33,2.13,2.04,2.03,1.94,1.94,,
10Marla_GF_FP_006_V02.png,10Marla,GF,FP,006,V02,849,1570,1180200,2275,,3,2,,1.0,,1,1,,1.0,1.0,1.0,,1.0,,,,,25,,,119.93,402.87,,186.08,,236.88,135.8,,128.29,73.78,452.22,,236.63,,,,,41.85,,,58.87,36.77,24.29,,251.17,151.7,,,186.08,,,,,236.88,,135.8,,,128.29,,73.78,,452.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236.63,,,,,,,,,1.91,1.82,1.79,1.72,1.64,1.62,1.31,1.16,1.16,1.13,3.34,1.13,0.95,0.95,0.88,0.83,0.83,,,,,2.92,,,,,,,,,,2.36,2.33,2.13,2.04,2.03,1.94,1.94,,
10Marla_GF_FP_006_V03.png,10Marla,GF,FP,006,V03,849,1570,1180200,2275,,3,2,,1.0,,1,1,,1.0,1.0,1.0,,1.0,,,,,25,,,119.93,402.87,,186.08,,236.88,135.8,,128.29,73.78,452.22,,236.63,,,,,41.85,,,58.87,36.77,24.29,,251.17,151.7,,,186.08,,,,,236.88,,135.8,,,128.29,,73.78,,452.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236.63,,,,,,,,,1.91,1.82,1.79,1.72,1.64,1.62,1.31,1.16,1.16,1.13,3.34,1.13,0.95,0.95,0.88,0.83,0.83,,,,,2.92,,,,,,,,,,2.36,2.33,2.13,2.04,2.03,1.94,1.94,,
10Marla_GF_FP_006_V04.png,10Marla,GF,FP,006,V04,849,1570,1180200,2275,,3,2,,1.0,,1,1,,1.0,1.0,1.0,,1.0,,,,,25,,,119.93,402.87,,186.08,,236.88,135.8,,128.29,73.78,452.22,,236.63,,,,,41.85,,,58.87,36.77,24.29,,251.17,151.7,,,186.08,,,,,236.88,,135.8,,,128.29,,73.78,,452.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236.63,,,,,,,,,1.91,1.82,1.79,1.72,1.64,1.62,1.31,1.16,1.16,1.13,3.34,1.13,0.95,0.95,0.88,0.83,0.83,,,,,2.92,,,,,,,,,,2.36,2.33,2.13,2.04,2.03,1.94,1.94,,
10Marla_GF_FP_007_V01.png,10Marla,GF,FP,007,V01,849,1570,1162596,2275,,3,2,1.0,1.0,1.0,1,1,,1.0,1.0,1.0,,1.0,,,,,9,,,106.77,354.98,161.84,204.74,17.7,266.14,107.89,,100.02,124.05,241.08,,280.44,,,,,18.62,,,41.17,38.56,27.05,,216.06,138.92,,161.84,204.74,,17.7,,,266.14,,107.89,,,100.02,,124.05,,241.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,280.44,,,,,,,,,,,,,,,,,,,5.04,,,,,,,,,,,2.15,,,,,,,,,,2.15,2.15,2.14,1.59,1.18,1.11,1.11,,
10Marla_GF_FP_007_V02.png,10Marla,GF,FP,007,V02,849,1570,1162596,2275,,3,2,1.0,1.0,1.0,1,1,,1.0,1.0,1.0,,1.0,,,,,9,,,106.77,354.98,161.84,204.74,17.7,266.14,107.89,,100.02,124.05,241.08,,280.44,,,,,18.62,,,41.17,38.56,27.05,,216.06,138.92,,161.84,204.74,,17.7,,,266.14,,107.89,,,100.02,,124.05,,241.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,280.44,,,,,,,,,,,,,,,,,,,5.04,,,,,,,,,,,2.15,,,,,,,,,,2.15,2.15,2.14,1.59,1.18,1.11,1.11,,
10Marla_GF_FP_007_V03.png,10Marla,GF,FP,007,V03,849,1570,1162596,2275,,3,2,1.0,1.0,1.0,1,1,,1.0,1.0,1.0,,1.0,,,,,9,,,106.77,354.98,161.84,204.74,17.7,266.14,107.89,,100.02,124.05,241.08,,280.44,,,,,18.62,,,41.17,38.56,27.05,,216.06,138.92,,161.84,204.74,,17.7,,,266.14,,107.89,,,100.02,,124.05,,241.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,280.44,,,,,,,,,,,,,,,,,,,5.04,,,,,,,,,,,2.15,,,,,,,,,,2.15,2.15,2.14,1.59,1.18,1.11,1.11,,
10Marla_GF_FP_007_V04.png,10Marla,GF,FP,007,V04,849,1570,1162596,2275,,3,2,1.0,1.0,1.0,1,1,,1.0,1.0,1.0,,1.0,,,,,9,,,106.77,354.98,161.84,204.74,17.7,266.14,107.89,,100.02,124.05,241.08,,280.44,,,,,18.62,,,41.17,38.56,27.05,,216.06,138.92,,161.84,204.74,,17.7,,,266.14,,107.89,,,100.02,,124.05,,241.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,280.44,,,,,,,,,,,,,,,,,,,5.04,,,,,,,,,,,2.15,,,,,,,,,,2.15,2.15,2.14,1.59,1.18,1.11,1.11,,
10Marla_GF_FP_008_V01.png,10Marla,GF,FP,008,V01,849,1570,1213934,2275,,2,2,,1.0,2.0,1,1,,1.0,1.0,1.0,,2.0,,,,,15,1.0,,72.05,478.01,,173.19,62.15,329.3,130.8,,95.61,82.58,283.31,,275.92,,,,,32.94,56.05,,44.25,27.8,,,254.53,223.48,,,173.19,,35.38,26.77,,329.3,,130.8,,,95.61,,82.58,,283.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,274.81,1.11,,,,,,,,1.57,1.41,1.41,1.16,1.13,1.07,,,,,7.38,,,,,,,,,,,2.36,,,,,,,,,,2.36,2.33,2.24,2.24,2.24,2.24,1.82,56.05,
10Marla_GF_FP_008_V02.png,10Marla,GF,FP,008,V02,849,1570,1213934,2275,,2,2,,1.0,2.0,1,1,,1.0,1.0,1.0,,2.0,,,,,15,1.0,,72.05,478.01,,173.19,62.15,329.3,130.8,,95.61,82.58,283.31,,275.92,,,,,32.94,56.05,,44.25,27.8,,,254.53,223.48,,,173.19,,35.38,26.77,,329.3,,130.8,,,95.61,,82.58,,283.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,274.81,1.11,,,,,,,,1.57,1.41,1.41,1.16,1.13,1.07,,,,,7.38,,,,,,,,,,,2.36,,,,,,,,,,2.36,2.33,2.24,2.24,2.24,2.24,1.82,56.05,
10Marla_GF_FP_008_V03.png,10Marla,GF,FP,008,V03,849,1570,1213934,2275,,2,2,,1.0,2.0,1,1,,1.0,1.0,1.0,,2.0,,,,,15,1.0,,72.05,478.01,,173.19,62.15,329.3,130.8,,95.61,82.58,283.31,,275.92,,,,,32.94,56.05,,44.25,27.8,,,254.53,223.48,,,173.19,,35.38,26.77,,329.3,,130.8,,,95.61,,82.58,,283.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,274.81,1.11,,,,,,,,1.57,1.41,1.41,1.16,1.13,1.07,,,,,7.38,,,,,,,,,,,2.36,,,,,,,,,,2.36,2.33,2.24,2.24,2.24,2.24,1.82,56.05,
10Marla_GF_FP_008_V04.png,10Marla,GF,FP,008,V04,849,1570,1213934,2275,,2,2,,1.0,2.0,1,1,,1.0,1.0,1.0,,2.0,,,,,15,1.0,,72.05,478.01,,173.19,62.15,329.3,130.8,,95.61,82.58,283.31,,275.92,,,,,32.94,56.05,,44.25,27.8,,,254.53,223.48,,,173.19,,35.38,26.77,,329.3,,130.8,,,95.61,,82.58,,283.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,274.81,1.11,,,,,,,,1.57,1.41,1.41,1.16,1.13,1.07,,,,,7.38,,,,,,,,,,,2.36,,,,,,,,,,2.36,2.33,2.24,2.24,2.24,2.24,1.82,56.05,
10Marla_GF_FP_009_V01.png,10Marla,GF,FP,009,V01,849,1570,1140963,2275,,3,3,,1.0,1.0,1,1,,1.0,,1.0,,1.0,,,,,17,,,133.02,378.91,,161.97,18.97,340.94,145.19,,202.53,,323.24,,209.14,,,,,33.46,,,62.61,50.46,19.95,,131.32,128.75,118.84,,161.97,,18.97,,,340.94,,145.19,,,202.53,,,,323.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209.14,,,,,,,,,1.31,1.31,1.26,1.26,1.16,1.16,1.1,1.1,,,5.47,,,,,,,,,,,2.39,,,,,,,,,,2.39,2.39,2.39,2.39,2.37,2.27,1.73,,
10Marla_GF_FP_009_V02.png,10Marla,GF,FP,009,V02,849,1570,1140963,2275,,3,3,,1.0,1.0,1,1,,1.0,,1.0,,1.0,,,,,17,,,133.02,378.91,,161.97,18.97,340.94,145.19,,202.53,,323.24,,209.14,,,,,33.46,,,62.61,50.46,19.95,,131.32,128.75,118.84,,161.97,,18.97,,,340.94,,145.19,,,202.53,,,,323.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209.14,,,,,,,,,1.31,1.31,1.26,1.26,1.16,1.16,1.1,1.1,,,5.47,,,,,,,,,,,2.39,,,,,,,,,,2.39,2.39,2.39,2.39,2.37,2.27,1.73,,
10Marla_GF_FP_009_V03.png,10Marla,GF,FP,009,V03,849,1570,1140963,2275,,3,3,,1.0,1.0,1,1,,1.0,,1.0,,1.0,,,,,17,,,133.02,378.91,,161.97,18.97,340.94,145.19,,202.53,,323.24,,209.14,,,,,33.46,,,62.61,50.46,19.95,,131.32,128.75,118.84,,161.97,,18.97,,,340.94,,145.19,,,202.53,,,,323.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209.14,,,,,,,,,1.31,1.31,1.26,1.26,1.16,1.16,1.1,1.1,,,5.47,,,,,,,,,,,2.39,,,,,,,,,,2.39,2.39,2.39,2.39,2.37,2.27,1.73,,
10Marla_GF_FP_009_V04.png,10Marla,GF,FP,009,V04,849,1570,1140963,2275,,3,3,,1.0,1.0,1,1,,1.0,,1.0,,1.0,,,,,17,,,133.02,378.91,,161.97,18.97,340.94,145.19,,202.53,,323.24,,209.14,,,,,33.46,,,62.61,50.46,19.95,,131.32,128.75,118.84,,161.97,,18.97,,,340.94,,145.19,,,202.53,,,,323.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209.14,,,,,,,,,1.31,1.31,1.26,1.26,1.16,1.16,1.1,1.1,,,5.47,,,,,,,,,,,2.39,,,,,,,,,,2.39,2.39,2.39,2.39,2.37,2.27,1.73,,
10Marla_GF_FP_010_V01.png,10Marla,GF,FP,010,V01,849,1570,1206232,2275,,3,3,,1.0,1.0,1,1,,1.0,,1.0,1.0,1.0,,,,,18,,,123.11,484.92,,221.4,48.82,394.2,122.73,,95.02,,416.12,17.46,98.83,,,,,36.15,,,63.88,36.83,22.4,,199.79,144.06,141.07,,221.4,,48.82,,,394.2,,122.73,,,95.02,,,,416.12,,,,,,,,,,,17.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.83,,,,,,,,,2.12,1.45,1.45,1.45,1.39,1.39,1.04,1.04,1.04,,5.66,,,,,,,,,,,2.98,,,,,,,,,,2.22,2.15,2.15,2.15,2.15,2.15,2.15,,
10Marla_GF_FP_010_V02.png,10Marla,GF,FP,010,V02,849,1570,1206232,2275,,3,3,,1.0,1.0,1,1,,1.0,,1.0,1.0,1.0,,,,,18,,,123.11,484.92,,221.4,48.82,394.2,122.73,,95.02,,416.12,17.46,98.83,,,,,36.15,,,63.88,36.83,22.4,,199.79,144.06,141.07,,221.4,,48.82,,,394.2,,122.73,,,95.02,,,,416.12,,,,,,,,,,,17.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.83,,,,,,,,,2.12,1.45,1.45,1.45,1.39,1.39,1.04,1.04,1.04,,5.66,,,,,,,,,,,2.98,,,,,,,,,,2.22,2.15,2.15,2.15,2.15,2.15,2.15,,
10Marla_GF_FP_010_V03.png,10Marla,GF,FP,010,V03,849,1570,1206232,2275,,3,3,,1.0,1.0,1,1,,1.0,,1.0,1.0,1.0,,,,,18,,,123.11,484.92,,221.4,48.82,394.2,122.73,,95.02,,416.12,17.46,98.83,,,,,36.15,,,63.88,36.83,22.4,,199.79,144.06,141.07,,221.4,,48.82,,,394.2,,122.73,,,95.02,,,,416.12,,,,,,,,,,,17.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.83,,,,,,,,,2.12,1.45,1.45,1.45,1.39,1.39,1.04,1.04,1.04,,5.66,,,,,,,,,,,2.98,,,,,,,,,,2.22,2.15,2.15,2.15,2.15,2.15,2.15,,
10Marla_GF_FP_010_V04.png,10Marla,GF,FP,010,V04,849,1570,1206232,2275,,3,3,,1.0,1.0,1,1,,1.0,,1.0,1.0,1.0,,,,,18,,,123.11,484.92,,221.4,48.82,394.2,122.73,,95.02,,416.12,17.46,98.83,,,,,36.15,,,63.88,36.83,22.4,,199.79,144.06,141.07,,221.4,,48.82,,,394.2,,122.73,,,95.02,,,,416.12,,,,,,,,,,,17.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.83,,,,,,,,,2.12,1.45,1.45,1.45,1.39,1.39,1.04,1.04,1.04,,5.66,,,,,,,,,,,2.98,,,,,,,,,,2.22,2.15,2.15,2.15,2.15,2.15,2.15,,
10Marla_GF_FP_011_V01.png,10Marla,GF,FP,011,V01,849,1570,1126925,2275,,3,2,,1.0,1.0,1,1,,1.0,,1.0,1.0,1.0,1.0,,,,18,,,146.49,339.61,,220.83,46.25,389.73,123.57,,92.26,,411.8,17.35,98.67,0.68,,,,36.15,,,64.38,44.6,37.51,,197.1,142.51,,,220.83,,46.25,,,389.73,,123.57,,,92.26,,,,411.8,,,,,,,,,,,17.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.67,,,,0.68,,,,,2.15,2.12,1.39,1.39,1.39,1.04,1.04,1.04,1.04,,4.65,,,,,,,,,,,2.98,,,,,,,,,,2.87,2.3,2.15,2.15,2.15,2.15,2.15,,
10Marla_GF_FP_011_V02.png,10Marla,GF,FP,011,V02,849,1570,1105349,2275,,3,2,,1.0,1.0,1,1,,2.0,,1.0,1.0,1.0,,,,,19,,,145.77,338.03,,216.9,44.51,382.96,120.21,,89.23,,409.13,17.07,94.13,,,,,28.64,,,64.1,44.44,37.23,,196.52,141.51,,,216.9,,44.51,,,382.96,,120.21,,,88.96,0.26,,,409.13,,,,,,,,,,,17.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.13,,,,,,,,,1.65,1.07,1.07,1.07,1.07,0.99,0.85,0.85,0.85,0.85,3.98,,,,,,,,,,,2.33,,,,,,,,,,1.75,1.72,1.72,1.72,1.72,1.72,1.72,,
10Marla_GF_FP_011_V03.png,10Marla,GF,FP,011,V03,849,1570,1105347,2275,,3,2,,1.0,1.0,1,1,,2.0,,1.0,1.0,1.0,,,,,19,,,145.77,338.03,,216.9,44.51,382.96,120.21,,89.22,,409.13,17.07,94.13,,,,,28.64,,,64.1,44.44,37.23,,196.52,141.51,,,216.9,,44.51,,,382.96,,120.21,,,88.95,0.26,,,409.13,,,,,,,,,,,17.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.13,,,,,,,,,1.64,1.07,1.07,1.07,1.07,0.99,0.85,0.85,0.85,0.85,3.98,,,,,,,,,,,2.33,,,,,,,,,,1.75,1.72,1.72,1.72,1.72,1.72,1.72,,
10Marla_GF_FP_011_V04.png,10Marla,GF,FP,011,V04,849,1570,1105345,2275,,3,2,,1.0,1.0,1,1,,2.0,,1.0,1.0,1.0,,,,,19,,,145.77,338.03,,216.9,44.51,382.96,120.21,,89.22,,409.13,17.07,94.13,,,,,28.64,,,64.1,44.44,37.23,,196.52,141.51,,,216.9,,44.51,,,382.96,,120.21,,,88.95,0.26,,,409.13,,,,,,,,,,,17.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.13,,,,,,,,,1.65,1.07,1.07,1.07,1.07,0.99,0.85,0.85,0.85,0.85,3.98,,,,,,,,,,,2.33,,,,,,,,,,1.75,1.72,1.72,1.72,1.72,1.72,1.72,,
10Marla_GF_FP_012_V01.png,10Marla,GF,FP,012,V01,849,1570,1059380,2275,,2,2,,1.0,1.0,1,1,,1.0,,1.0,,1.0,1.0,,,,17,,,70.99,245.11,,242.3,18.77,332.0,144.76,,203.41,,310.85,,205.8,0.83,,,,33.3,,,50.17,20.82,,,126.34,118.77,,,242.3,,18.77,,,332.0,,144.76,,,203.41,,,,310.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205.8,,,,0.83,,,,,1.27,1.27,1.22,1.22,1.16,1.16,1.16,1.16,,,5.37,,,,,,,,,,,2.39,,,,,,,,,,2.39,2.39,2.39,2.39,2.37,2.27,1.72,,
10Marla_GF_FP_012_V02.png,10Marla,GF,FP,012,V02,849,1570,1036123,2275,,2,2,,1.0,1.0,1,1,,1.0,,1.0,,1.0,,,,,17,,,70.01,243.23,,237.04,17.71,325.77,141.04,,199.69,,309.21,,198.66,,,,,26.07,,,49.56,20.45,,,125.36,117.87,,,237.04,,17.71,,,325.77,,141.04,,,199.69,,,,309.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,198.66,,,,,,,,,1.0,0.97,0.96,0.92,0.82,0.82,0.82,0.82,,,4.33,,,,,,,,,,,1.91,,,,,,,,,,1.91,1.91,1.91,1.91,1.86,1.8,1.37,,
10Marla_GF_FP_012_V03.png,10Marla,GF,FP,012,V03,849,1570,1036128,2275,,2,2,,1.0,1.0,1,1,,1.0,,1.0,,1.0,,,,,18,,,70.01,243.23,,237.04,17.71,325.77,141.04,,199.69,,309.21,,198.66,,,,,26.07,,,49.56,20.45,,,125.36,117.87,,,237.04,,17.71,,,325.77,,141.04,,,199.69,,,,309.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,198.66,,,,,,,,,1.29,1.0,0.97,0.96,0.92,0.82,0.82,0.82,0.82,,3.04,,,,,,,,,,,1.91,,,,,,,,,,1.91,1.91,1.91,1.91,1.86,1.8,1.38,,
10Marla_GF_FP_012_V04.png,10Marla,GF,FP,012,V04,849,1570,1036124,2275,,2,2,,1.0,1.0,1,1,,1.0,,1.0,,1.0,,,,,18,,,70.01,243.23,,237.04,17.71,325.77,141.04,,199.69,,309.21,,198.66,,,,,26.06,,,49.56,20.45,,,125.36,117.87,,,237.04,,17.71,,,325.77,,141.04,,,199.69,,,,309.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,198.66,,,,,,,,,1.29,1.0,0.97,0.96,0.92,0.82,0.82,0.82,0.82,,3.04,,,,,,,,,,,1.91,,,,,,,,,,1.91,1.91,1.91,1.91,1.86,1.8,1.37,,
10Marla_GF_FP_013_V01.png,10Marla,GF,FP,013,V01,849,1570,1103573,2275,,2,2,,1.0,1.0,1,1,,,1.0,1.0,,1.0,1.0,,,,16,1.0,,100.75,478.47,,92.04,32.98,324.67,131.84,,,81.96,278.68,,273.26,0.61,,,,32.66,55.61,,55.3,45.45,,,254.46,224.01,,,92.04,,32.98,,,324.67,,131.84,,,,,81.96,,278.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,273.26,,,,0.61,,,,,1.51,1.41,1.41,1.13,1.13,1.13,1.13,,,,6.28,,,,,,,,,,,2.32,,,,,,,,,,2.32,2.32,2.21,2.21,2.21,2.18,1.78,55.61,
10Marla_GF_FP_013_V02.png,10Marla,GF,FP,013,V02,849,1570,1082316,2275,,2,2,,1.0,1.0,1,2,,,1.0,1.0,,1.0,,,,,17,1.0,,99.4,475.63,,89.01,31.2,319.56,129.4,,,81.17,278.11,,263.83,,,,,26.33,53.63,,54.6,44.79,,,253.03,222.6,,,89.01,,31.2,,,319.56,,128.99,0.41,,,,81.17,,278.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,263.83,,,,,,,,,1.4,1.18,1.18,1.17,0.9,0.87,0.85,0.82,,,2.92,,,,,,,,,,,2.27,,,,,,,,,,1.91,1.91,1.8,1.8,1.8,1.8,1.75,53.63,
