FileName,PlotType,FloorLevel,PlanType,FP_Number,Version,ImageActualWidthPx,ImageActualHeightPx,PlotPhysicalAreaSqFt,AreaPerPixelSqFt,OverallTotalCountedPixels,OverallTotalCountedSqFt,Count_Backyard,Count_Bathroom,Count_Bedroom,Count_Dining,Count_DrawingRoom,Count_DressingArea,Count_Garage,Count_Kitchen,Count_Laundry,Count_Lawn,Count_Lobby,Count_Lounge,Count_OpenSpace,Count_Passage,Count_PrayerRoom,Count_ServantQuarter,Count_SideGarden,Count_Staircase,Count_Stairs,Count_Store,TotalPx_Backyard,TotalPx_Bathroom,TotalPx_Bedroom,TotalPx_Dining,TotalPx_DrawingRoom,TotalPx_DressingArea,TotalPx_Garage,TotalPx_Kitchen,TotalPx_Laundry,TotalPx_Lawn,TotalPx_Lobby,TotalPx_Lounge,TotalPx_OpenSpace,TotalPx_Passage,TotalPx_PrayerRoom,TotalPx_ServantQuarter,TotalPx_SideGarden,TotalPx_Staircase,TotalPx_Stairs,TotalPx_Store,TotalSqFt_Backyard,TotalSqFt_Bathroom,TotalSqFt_Bedroom,TotalSqFt_Dining,TotalSqFt_DrawingRoom,TotalSqFt_DressingArea,TotalSqFt_Garage,TotalSqFt_Kitchen,TotalSqFt_Laundry,TotalSqFt_Lawn,TotalSqFt_Lobby,TotalSqFt_Lounge,TotalSqFt_OpenSpace,TotalSqFt_Passage,TotalSqFt_PrayerRoom,TotalSqFt_ServantQuarter,TotalSqFt_SideGarden,TotalSqFt_Staircase,TotalSqFt_Stairs,TotalSqFt_Store,Backyard1_Px,Backyard1_SqFt,Bathroom1_Px,Bathroom1_SqFt,Bathroom2_Px,Bathroom2_SqFt,Bathroom3_Px,Bathroom3_SqFt,Bathroom4_Px,Bathroom4_SqFt,Bedroom1_Px,Bedroom1_SqFt,Bedroom2_Px,Bedroom2_SqFt,Bedroom3_Px,Bedroom3_SqFt,Dining1_Px,Dining1_SqFt,DrawingRoom1_Px,DrawingRoom1_SqFt,DressingArea1_Px,DressingArea1_SqFt,DressingArea2_Px,DressingArea2_SqFt,DressingArea3_Px,DressingArea3_SqFt,Garage1_Px,Garage1_SqFt,Kitchen1_Px,Kitchen1_SqFt,Laundry1_Px,Laundry1_SqFt,Lawn1_Px,Lawn1_SqFt,Lobby1_Px,Lobby1_SqFt,Lobby2_Px,Lobby2_SqFt,Lounge1_Px,Lounge1_SqFt,OpenSpace1_Px,OpenSpace1_SqFt,OpenSpace2_Px,OpenSpace2_SqFt,OpenSpace3_Px,OpenSpace3_SqFt,OpenSpace4_Px,OpenSpace4_SqFt,OpenSpace5_Px,OpenSpace5_SqFt,Passage1_Px,Passage1_SqFt,Passage2_Px,Passage2_SqFt,PrayerRoom1_Px,PrayerRoom1_SqFt,ServantQuarter1_Px,ServantQuarter1_SqFt,SideGarden1_Px,SideGarden1_SqFt,Staircase1_Px,Staircase1_SqFt,Staircase2_Px,Staircase2_SqFt,Stairs1_Px,Stairs1_SqFt,Stairs2_Px,Stairs2_SqFt,Stairs3_Px,Stairs3_SqFt,Stairs4_Px,Stairs4_SqFt,Stairs5_Px,Stairs5_SqFt,Store1_Px,Store1_SqFt
10Marla_GF_FP_003_V03.png,10Marla,GF,FP,3,V03,512,927,2275,0.00479327,436876,2094.06,,2,1,1,1,,1,1,,1,1,1,,1,,,,,9,,,16145,36170,30660,51924,,84197,20648,,45746,14322,59964,,72500,,,,,4600,,,77.39,173.37,146.96,248.89,,403.58,98.97,,219.27,68.65,287.42,,347.51,,,,,22.05,,,,9179,44,6966,33.39,,,,,36170,173.37,,,,,30660,146.96,51924,248.89,,,,,,,84197,403.58,20648,98.97,,,45746,219.27,14322,68.65,,,59964,287.42,,,,,,,,,,,72500,347.51,,,,,,,,,,,,,1088,5.22,624,2.99,616,2.95,577,2.77,495,2.37,,
10Marla_GF_FP_003_V04.png,10Marla,GF,FP,3,V04,512,927,2275,0.00479327,436876,2094.06,,2,1,1,1,,1,1,,1,1,1,,1,,,,,9,,,16145,36170,30660,51924,,84197,20648,,45746,14322,59964,,72500,,,,,4600,,,77.39,173.37,146.96,248.89,,403.58,98.97,,219.27,68.65,287.42,,347.51,,,,,22.05,,,,9179,44,6966,33.39,,,,,36170,173.37,,,,,30660,146.96,51924,248.89,,,,,,,84197,403.58,20648,98.97,,,45746,219.27,14322,68.65,,,59964,287.42,,,,,,,,,,,72500,347.51,,,,,,,,,,,,,1088,5.22,624,2.99,616,2.95,577,2.77,495,2.37,,
10Marla_GF_FP_004_V01.png,10Marla,GF,FP,4,V01,512,927,2275,0.00479327,421198,2018.91,,3,2,1,1,,1,1,,,,1,1,,,,,,26,,,28864,71195,38220,41693,,100640,24140,,,,100657,5092,,,,,,10697,,,138.35,341.26,183.2,199.85,,482.39,115.71,,,,482.48,24.41,,,,,,51.27,,,,15070,72.23,7011,33.61,6783,32.51,,,35728,171.25,35467,170,,,38220,183.2,41693,199.85,,,,,,,100640,482.39,24140,115.71,,,,,,,,,100657,482.48,117,0.56,117,0.56,115,0.55,115,0.55,115,0.55,,,,,,,,,,,,,,,807,3.87,572,2.74,528,2.53,528,2.53,484,2.32,,
10Marla_GF_FP_004_V02.png,10Marla,GF,FP,4,V02,512,927,2275,0.00479327,421198,2018.91,,3,2,1,1,,1,1,,,,1,1,,,,,,26,,,28864,71195,38220,41693,,100640,24140,,,,100657,5092,,,,,,10697,,,138.35,341.26,183.2,199.85,,482.39,115.71,,,,482.48,24.41,,,,,,51.27,,,,15070,72.23,7011,33.61,6783,32.51,,,35728,171.25,35467,170,,,38220,183.2,41693,199.85,,,,,,,100640,482.39,24140,115.71,,,,,,,,,100657,482.48,117,0.56,117,0.56,115,0.55,115,0.55,115,0.55,,,,,,,,,,,,,,,807,3.87,572,2.74,528,2.53,528,2.53,484,2.32,,
10Marla_GF_FP_004_V03.png,10Marla,GF,FP,4,V03,512,927,2275,0.00479327,421199,2018.92,,3,2,1,1,,1,1,,,,1,1,,,,,,26,,,28864,71195,38220,41693,,100640,24140,,,,100657,5092,,,,,,10698,,,138.35,341.26,183.2,199.85,,482.39,115.71,,,,482.48,24.41,,,,,,51.28,,,,15070,72.23,7011,33.61,6783,32.51,,,35728,171.25,35467,170,,,38220,183.2,41693,199.85,,,,,,,100640,482.39,24140,115.71,,,,,,,,,100657,482.48,117,0.56,117,0.56,115,0.55,115,0.55,115,0.55,,,,,,,,,,,,,,,807,3.87,572,2.74,528,2.53,528,2.53,484,2.32,,
10Marla_GF_FP_004_V04.png,10Marla,GF,FP,4,V04,512,927,2275,0.00479327,421199,2018.92,,3,2,1,1,,1,1,,,,1,1,,,,,,26,,,28864,71195,38220,41693,,100640,24140,,,,100657,5092,,,,,,10698,,,138.35,341.26,183.2,199.85,,482.39,115.71,,,,482.48,24.41,,,,,,51.28,,,,15070,72.23,7011,33.61,6783,32.51,,,35728,171.25,35467,170,,,38220,183.2,41693,199.85,,,,,,,100640,482.39,24140,115.71,,,,,,,,,100657,482.48,117,0.56,117,0.56,115,0.55,115,0.55,115,0.55,,,,,,,,,,,,,,,807,3.87,572,2.74,528,2.53,528,2.53,484,2.32,,
10Marla_GF_FP_005_V01.png,10Marla,GF,FP,5,V01,512,927,2275,0.00479327,434074,2080.63,,2,2,1,1,,1,1,,1,1,1,,1,,,,,22,,,17100,53675,8729,50821,,60155,22226,,29952,30497,89664,,61964,,,,,9291,,,81.96,257.28,41.84,243.6,,288.34,106.54,,143.57,146.18,429.78,,297.01,,,,,44.53,,,,9216,44.17,7884,37.79,,,,,27224,130.49,26451,126.79,,,8729,41.84,50821,243.6,,,,,,,60155,288.34,22226,106.54,,,29952,143.57,30497,146.18,,,89664,429.78,,,,,,,,,,,61964,297.01,,,,,,,,,,,,,945,4.53,539,2.58,539,2.58,539,2.58,539,2.58,,
10Marla_GF_FP_005_V02.png,10Marla,GF,FP,5,V02,512,927,2275,0.00479327,434074,2080.63,,2,2,1,1,,1,1,,1,1,1,,1,,,,,22,,,17100,53675,8729,50821,,60155,22226,,29952,30497,89664,,61964,,,,,9291,,,81.96,257.28,41.84,243.6,,288.34,106.54,,143.57,146.18,429.78,,297.01,,,,,44.53,,,,9216,44.17,7884,37.79,,,,,27224,130.49,26451,126.79,,,8729,41.84,50821,243.6,,,,,,,60155,288.34,22226,106.54,,,29952,143.57,30497,146.18,,,89664,429.78,,,,,,,,,,,61964,297.01,,,,,,,,,,,,,945,4.53,539,2.58,539,2.58,539,2.58,539,2.58,,
10Marla_GF_FP_005_V03.png,10Marla,GF,FP,5,V03,512,927,2275,0.00479327,434074,2080.63,,2,2,1,1,,1,1,,1,1,1,,1,,,,,22,,,17100,53675,8729,50821,,60155,22226,,29952,30497,89664,,61964,,,,,9291,,,81.96,257.28,41.84,243.6,,288.34,106.54,,143.57,146.18,429.78,,297.01,,,,,44.53,,,,9216,44.17,7884,37.79,,,,,27224,130.49,26451,126.79,,,8729,41.84,50821,243.6,,,,,,,60155,288.34,22226,106.54,,,29952,143.57,30497,146.18,,,89664,429.78,,,,,,,,,,,61964,297.01,,,,,,,,,,,,,945,4.53,539,2.58,539,2.58,539,2.58,539,2.58,,
10Marla_GF_FP_005_V04.png,10Marla,GF,FP,5,V04,512,927,2275,0.00479327,434074,2080.63,,2,2,1,1,,1,1,,1,1,1,,1,,,,,22,,,17100,53675,8729,50821,,60155,22226,,29952,30497,89664,,61964,,,,,9291,,,81.96,257.28,41.84,243.6,,288.34,106.54,,143.57,146.18,429.78,,297.01,,,,,44.53,,,,9216,44.17,7884,37.79,,,,,27224,130.49,26451,126.79,,,8729,41.84,50821,243.6,,,,,,,60155,288.34,22226,106.54,,,29952,143.57,30497,146.18,,,89664,429.78,,,,,,,,,,,61964,297.01,,,,,,,,,,,,,945,4.53,539,2.58,539,2.58,539,2.58,539,2.58,,
10Marla_GF_FP_006_V01.png,10Marla,GF,FP,6,V01,512,927,2275,0.00479327,417984,2003.51,,3,2,,1,,1,1,,1,1,1,,1,,,,,27,,,25042,83795,,38789,,49207,28300,,26505,15324,94430,,48591,,,,,8001,,,120.03,401.65,,185.93,,235.86,135.65,,127.05,73.45,452.63,,232.91,,,,,38.35,,,,12177,58.37,7755,37.17,5110,24.49,,,52328,250.82,31467,150.83,,,,,38789,185.93,,,,,,,49207,235.86,28300,135.65,,,26505,127.05,15324,73.45,,,94430,452.63,,,,,,,,,,,48591,232.91,,,,,,,,,,,,,647,3.1,567,2.72,451,2.16,443,2.12,407,1.95,,
10Marla_GF_FP_006_V02.png,10Marla,GF,FP,6,V02,512,927,2275,0.00479327,417984,2003.51,,3,2,,1,,1,1,,1,1,1,,1,,,,,27,,,25042,83795,,38789,,49207,28300,,26505,15324,94430,,48591,,,,,8001,,,120.03,401.65,,185.93,,235.86,135.65,,127.05,73.45,452.63,,232.91,,,,,38.35,,,,12177,58.37,7755,37.17,5110,24.49,,,52328,250.82,31467,150.83,,,,,38789,185.93,,,,,,,49207,235.86,28300,135.65,,,26505,127.05,15324,73.45,,,94430,452.63,,,,,,,,,,,48591,232.91,,,,,,,,,,,,,647,3.1,567,2.72,451,2.16,443,2.12,407,1.95,,
10Marla_GF_FP_006_V03.png,10Marla,GF,FP,6,V03,512,927,2275,0.00479327,417984,2003.51,,3,2,,1,,1,1,,1,1,1,,1,,,,,27,,,25042,83795,,38789,,49207,28300,,26505,15324,94430,,48591,,,,,8001,,,120.03,401.65,,185.93,,235.86,135.65,,127.05,73.45,452.63,,232.91,,,,,38.35,,,,12177,58.37,7755,37.17,5110,24.49,,,52328,250.82,31467,150.83,,,,,38789,185.93,,,,,,,49207,235.86,28300,135.65,,,26505,127.05,15324,73.45,,,94430,452.63,,,,,,,,,,,48591,232.91,,,,,,,,,,,,,647,3.1,567,2.72,451,2.16,443,2.12,407,1.95,,
10Marla_GF_FP_006_V04.png,10Marla,GF,FP,6,V04,512,927,2275,0.00479327,417984,2003.51,,3,2,,1,,1,1,,1,1,1,,1,,,,,27,,,25042,83795,,38789,,49207,28300,,26505,15324,94430,,48591,,,,,8001,,,120.03,401.65,,185.93,,235.86,135.65,,127.05,73.45,452.63,,232.91,,,,,38.35,,,,12177,58.37,7755,37.17,5110,24.49,,,52328,250.82,31467,150.83,,,,,38789,185.93,,,,,,,49207,235.86,28300,135.65,,,26505,127.05,15324,73.45,,,94430,452.63,,,,,,,,,,,48591,232.91,,,,,,,,,,,,,647,3.1,567,2.72,451,2.16,443,2.12,407,1.95,,
10Marla_GF_FP_007_V01.png,10Marla,GF,FP,7,V01,512,927,2275,0.00479327,414450,1986.57,,3,2,1,1,1,1,1,,1,1,1,,1,,,,,11,,,22705,74111,33954,43023,3944,55488,22572,,20967,25842,50221,,57977,,,,,3646,,,108.83,355.23,162.75,206.22,18.9,265.97,108.19,,100.5,123.87,240.72,,277.9,0,,,,17.48,,,,8769,42.03,8192,39.27,5744,27.53,,,45069,216.03,29042,139.21,,,33954,162.75,43023,206.22,3944,18.9,,,,,55488,265.97,22572,108.19,,,20967,100.5,25842,123.87,,,50221,240.72,,,,,,,,,,,57977,277.9,,,,,,,,,,,,,555,2.66,444,2.13,441,2.11,407,1.95,407,1.95,,
10Marla_GF_FP_007_V02.png,10Marla,GF,FP,7,V02,512,927,2275,0.00479327,414450,1986.57,,3,2,1,1,1,1,1,,1,1,1,,1,,,,,11,,,22705,74111,33954,43023,3944,55488,22572,,20967,25842,50221,,57977,,,,,3646,,,108.83,355.23,162.75,206.22,18.9,265.97,108.19,,100.5,123.87,240.72,,277.9,0,,,,17.48,,,,8769,42.03,8192,39.27,5744,27.53,,,45069,216.03,29042,139.21,,,33954,162.75,43023,206.22,3944,18.9,,,,,55488,265.97,22572,108.19,,,20967,100.5,25842,123.87,,,50221,240.72,,,,,,,,,,,57977,277.9,,,,,,,,,,,,,555,2.66,444,2.13,441,2.11,407,1.95,407,1.95,,
10Marla_GF_FP_007_V03.png,10Marla,GF,FP,7,V03,512,927,2275,0.00479327,414450,1986.57,,3,2,1,1,1,1,1,,1,1,1,,1,,,,,11,,,22705,74111,33954,43023,3944,55488,22572,,20967,25842,50221,,57977,,,,,3646,,,108.83,355.23,162.75,206.22,18.9,265.97,108.19,,100.5,123.87,240.72,,277.9,0,,,,17.48,,,,8769,42.03,8192,39.27,5744,27.53,,,45069,216.03,29042,139.21,,,33954,162.75,43023,206.22,3944,18.9,,,,,55488,265.97,22572,108.19,,,20967,100.5,25842,123.87,,,50221,240.72,,,,,,,,,,,57977,277.9,,,,,,,,,,,,,555,2.66,444,2.13,441,2.11,407,1.95,407,1.95,,
10Marla_GF_FP_007_V04.png,10Marla,GF,FP,7,V04,512,927,2275,0.00479327,414450,1986.57,,3,2,1,1,1,1,1,,1,1,1,,1,,,,,11,,,22705,74111,33954,43023,3944,55488,22572,,20967,25842,50221,,57977,,,,,3646,,,108.83,355.23,162.75,206.22,18.9,265.97,108.19,,100.5,123.87,240.72,,277.9,0,,,,17.48,,,,8769,42.03,8192,39.27,5744,27.53,,,45069,216.03,29042,139.21,,,33954,162.75,43023,206.22,3944,18.9,,,,,55488,265.97,22572,108.19,,,20967,100.5,25842,123.87,,,50221,240.72,,,,,,,,,,,57977,277.9,,,,,,,,,,,,,555,2.66,444,2.13,441,2.11,407,1.95,407,1.95,,
10Marla_GF_FP_008_V01.png,10Marla,GF,FP,8,V01,512,927,2275,0.00479327,431695,2069.23,,2,2,,1,2,1,1,,1,1,1,,2,,,,,17,1,,15324,99744,,36134,13460,68418,27327,,19947,17064,58987,,57035,,,,,6459,11796,,73.45,478.1,,173.2,64.52,327.95,130.99,,95.61,81.79,282.74,,273.38,,,,,30.96,56.54,,,9348,44.81,5976,28.64,,,,,53214,255.07,46530,223.03,,,,,36134,173.2,7610,36.48,5850,28.04,,,68418,327.95,27327,130.99,,,19947,95.61,17064,81.79,,,58987,282.74,,,,,,,,,,,56815,272.33,220,1.05,,,,,,,,,,,673,3.23,536,2.57,492,2.36,482,2.31,451,2.16,11796,56.54
10Marla_GF_FP_008_V02.png,10Marla,GF,FP,8,V02,512,927,2275,0.00479327,431695,2069.23,,2,2,,1,2,1,1,,1,1,1,,2,,,,,17,1,,15324,99744,,36134,13460,68418,27327,,19947,17064,58987,,57035,,,,,6459,11796,,73.45,478.1,,173.2,64.52,327.95,130.99,,95.61,81.79,282.74,,273.38,,,,,30.96,56.54,,,9348,44.81,5976,28.64,,,,,53214,255.07,46530,223.03,,,,,36134,173.2,7610,36.48,5850,28.04,,,68418,327.95,27327,130.99,,,19947,95.61,17064,81.79,,,58987,282.74,,,,,,,,,,,56815,272.33,220,1.05,,,,,,,,,,,673,3.23,536,2.57,492,2.36,482,2.31,451,2.16,11796,56.54
10Marla_GF_FP_008_V03.png,10Marla,GF,FP,8,V03,512,927,2275,0.00479327,431695,2069.23,,2,2,,1,2,1,1,,1,1,1,,2,,,,,17,1,,15324,99744,,36134,13460,68418,27327,,19947,17064,58987,,57035,,,,,6459,11796,,73.45,478.1,,173.2,64.52,327.95,130.99,,95.61,81.79,282.74,,273.38,,,,,30.96,56.54,,,9348,44.81,5976,28.64,,,,,53214,255.07,46530,223.03,,,,,36134,173.2,7610,36.48,5850,28.04,,,68418,327.95,27327,130.99,,,19947,95.61,17064,81.79,,,58987,282.74,,,,,,,,,,,56815,272.33,220,1.05,,,,,,,,,,,673,3.23,536,2.57,492,2.36,482,2.31,451,2.16,11796,56.54
10Marla_GF_FP_008_V04.png,10Marla,GF,FP,8,V04,512,927,2275,0.00479327,431695,2069.23,,2,2,,1,2,1,1,,1,1,1,,2,,,,,17,1,,15324,99744,,36134,13460,68418,27327,,19947,17064,58987,,57035,,,,,6459,11796,,73.45,478.1,,173.2,64.52,327.95,130.99,,95.61,81.79,282.74,,273.38,,,,,30.96,56.54,,,9348,44.81,5976,28.64,,,,,53214,255.07,46530,223.03,,,,,36134,173.2,7610,36.48,5850,28.04,,,68418,327.95,27327,130.99,,,19947,95.61,17064,81.79,,,58987,282.74,,,,,,,,,,,56815,272.33,220,1.05,,,,,,,,,,,673,3.23,536,2.57,492,2.36,482,2.31,451,2.16,11796,56.54
